,Open,High,Low,Close,Volume,Signal
0,14.197554998909991,14.367062675100733,14.141053093331884,14.254057884216309,693100,BUY
1,14.223239654459599,14.536571455629081,14.161600049467406,14.295151710510254,379700,SELL
2,14.182147883850641,14.71635358493703,14.182147883850641,14.382474899291992,456700,BUY
3,14.305425335339045,14.305425335339045,13.930453924091173,14.202692985534668,239100,SELL
4,14.125646261192456,14.351656875695499,13.97668443035023,14.17701244354248,156300,SELL
5,14.110234486306737,14.192419976703187,14.002366397559522,14.105097770690918,41800,BUY
6,14.202689469581488,14.572525053539794,14.089684696554258,14.505748748779297,92700,BUY
7,14.685537848887424,16.411435570896924,14.254063418385048,14.870455741882324,74000,BUY
8,14.870456080943773,14.870456080943773,14.387615449185938,14.819089889526367,75000,SELL
9,14.356797989020265,14.875593748436794,14.259202310637024,14.644447326660156,54300,BUY
10,15.224880367577281,15.25056395251479,14.30542958084344,14.433844566345215,24500,SELL
11,14.392747473237916,14.50575227372569,14.279741693021847,14.336244583129883,199200,SELL
12,14.336243311698642,14.5006142722773,14.295150571553977,14.387609481811523,485600,BUY
13,14.639307201178303,14.89100043549079,14.510892225729371,14.78826904296875,58400,BUY
14,14.880725900680519,15.399522480654442,14.839633150768151,15.384113311767578,59700,BUY
15,16.426841007030355,16.64257915295565,16.05186956903256,16.267606735229492,227800,SELL
16,16.411430747583157,16.570664029063465,16.216239477959945,16.226512908935547,277300,BUY
17,16.416571195825785,16.4371180636751,16.113512732877073,16.272747039794922,163200,SELL
18,16.118646224065948,16.437115773253247,16.118646224065948,16.390886306762695,177200,BUY
19,16.42170168394902,16.437111828990854,16.226511412060166,16.28301429748535,118100,SELL
20,16.277880748196008,16.36006624494615,16.10837303868278,16.144329071044922,110500,SELL
21,16.18028450012207,16.18028450012207,16.062142975414716,16.18028450012207,72800,SELL
22,16.144330990356636,16.380614076671613,16.144330990356636,16.231653213500977,62900,BUY
23,16.3189722050956,16.3189722050956,16.149464508997134,16.195693969726562,88600,SELL
24,16.226512908935547,16.473069373980163,16.164873302810243,16.226512908935547,63400,BUY
25,16.26761076954778,16.26761076954778,15.604988959140293,16.08782958984375,82300,SELL
26,15.923450957379567,16.401154642857456,15.923450957379567,16.288148880004883,56900,BUY
27,16.34979235516589,16.43711456548416,16.026187093238406,16.15460205078125,275900,SELL
28,16.082690529695203,16.39088665289773,16.000505027471657,16.185422897338867,32400,SELL
29,15.846405311775191,16.478207621764845,15.307061924209794,16.015913009643555,113800,BUY
30,16.128919280076317,16.180285461614428,16.010777748348556,16.026187896728516,16700,BUY
31,16.134057170302718,16.134057170302718,15.923456692426326,15.933730125427246,35700,SELL
32,16.046731533394478,16.76585503499513,15.599848069995687,16.760719299316406,142400,BUY
33,16.591215487124106,17.407934861094798,16.25733672575217,17.063783645629883,45900,BUY
34,16.964027201067285,17.354831430933995,16.629785218504963,17.174856185913086,4400,BUY
35,17.226274497086493,17.99245891244138,17.174853566802916,17.359970092773438,76100,BUY
36,17.539940026807244,17.997592786672374,16.958874339023165,17.462806701660156,180700,SELL
37,17.483384182867532,17.740492773792056,17.426819979010876,17.478242874145508,127200,BUY
38,18.12615566017884,18.27013584339005,17.00516204682129,17.478242874145508,72400,SELL
39,17.329116246506647,18.059303569426266,17.20056197459129,17.437101364135742,27200,BUY
40,17.60679235738123,18.187856201716656,17.303404224547958,17.951316833496094,115100,BUY
41,18.1261536953223,18.187859201212166,17.534803215664535,17.611936569213867,93100,SELL
42,17.411387339832693,17.82790184020996,17.411387339832693,17.82790184020996,43000,BUY
43,17.797053148352475,17.87932780128241,17.575939650806557,17.745630264282227,29200,SELL
44,17.786769713297254,18.162147963985078,17.647930859769005,17.797054290771484,25700,SELL
45,17.740487884072696,17.817621224723336,17.349683796679205,17.483379364013672,159200,SELL
46,17.483379364013672,17.663354543422052,17.354825103984158,17.483379364013672,22900,BUY
47,17.617074931348135,17.647928659924858,17.380535563673593,17.483379364013672,14900,SELL
48,17.483379364013672,17.70449284819102,17.395963408753126,17.483379364013672,370200,SELL
49,17.370251115056085,17.61707506073565,17.0154420609384,17.272550582885742,22100,SELL
50,17.354828475745126,17.560516116387046,17.29312296818564,17.380538940429688,104500,BUY
51,17.730204791375943,17.791910292109986,17.179992669339683,17.447385787963867,83700,SELL
52,17.483379364013672,17.483379364013672,17.251981303644083,17.483379364013672,88900,BUY
53,17.62735773706163,17.62735773706163,17.27254872118657,17.473093032836914,40200,SELL
54,17.529658221185294,17.529658221185294,17.318829322279385,17.467952728271484,35400,SELL
55,17.3908218791144,17.47309653529825,17.231413874565842,17.293121337890625,43100,SELL
56,17.241698323436804,17.34968540266004,16.732624505083415,16.96916389465332,72900,SELL
57,16.897171215525468,17.092574228025807,16.5372189172087,17.02058219909668,59300,BUY
58,17.251982165459303,17.30340504898932,16.485799835895214,17.087432861328125,77700,SELL
59,16.97430721753141,17.21084859676474,16.634923977811916,17.092578887939453,168800,BUY
60,17.092579066983863,17.210848777048025,16.922886464555212,17.015445709228516,105500,SELL
61,17.01544832833758,17.128576747370012,16.922889069417057,17.09772300720215,152900,BUY
62,17.03086505407589,17.04114962859817,16.71719239668338,16.732620239257812,148000,SELL
63,16.845751695983648,16.86117954319231,16.6400660285,16.71719741821289,74200,SELL
64,16.696629744223277,16.856035788660158,16.542363046070413,16.614355087280273,170900,SELL
65,16.614356011638854,16.676061517383523,16.36238875734224,16.552648544311523,132100,SELL
66,16.37266915237424,16.85089111328125,16.37266915237424,16.85089111328125,525700,BUY
